id_employee,age,genre,nombre_experiences_precedentes,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,revenu_mensuel_log,annee_experience_totale_log,annees_dans_l_entreprise_log,annees_dans_le_poste_actuel_log,annees_depuis_la_derniere_promotion_log,annes_sous_responsable_actuel_log,distance_domicile_travail_classe,ratio_anciennete_poste,ratio_anciennete_manager,ratio_experience_entreprise,mobilite_interne_potentielle,jamais_promu,retard_promotion_relatif,progression_salariale_faible,mediane_revenu_par_niveau,revenu_par_niveau,sous_remunere_niveau,mediane_revenu_par_poste,revenu_par_poste,evolution_evaluation,bonne_perf_peu_augmente,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,frequence_deplacement_Aucun,frequence_deplacement_Frequent,frequence_deplacement_Occasionnel,poste_regroupe_Assistant de Direction,poste_regroupe_Autre,poste_regroupe_Cadre Commercial,poste_regroupe_Consultant,poste_regroupe_Manager,poste_regroupe_Senior Manager,poste_regroupe_Tech Lead,domaine_etude_regroupe_Autre,domaine_etude_regroupe_Entrepreunariat,domaine_etude_regroupe_Infra & Cloud,domaine_etude_regroupe_Marketing,domaine_etude_regroupe_Transformation Digitale
28,34,0,0,1,3,3,2,3,3,3,0,0.11,0,0,4,7,4,9.392245175273795,2.6390573296152584,2.5649493574615367,1.9459101490553132,1.0986122886681098,2.4849066497880004,2,0.46153846153846156,0.8461538461538461,0.8571428571428571,6,0,0.15384615384615385,1,9980.0,1.201803607214429,0,3737.0,3.2095263580412094,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,21,1,1,3,3,1,4,4,3,3,0,0.14,0,0,6,15,2,7.117205503164344,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,1,0.0,0,2670.0,0.46142322097378274,1,2887.5,0.4266666666666667,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,34,1,2,2,3,1,1,3,3,3,0,0.11,1,0,2,6,1,7.993282328101591,2.1972245773362196,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.3862943611198906,2,0.4,0.6,0.4444444444444444,2,0,0.2,1,2670.0,1.1086142322097379,0,2887.5,1.025108225108225,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,53,0,4,3,3,5,3,4,2,3,0,0.11,0,1,3,5,3,9.857181799659617,3.295836866004329,2.70805020110221,2.6390573296152584,1.6094379124341003,2.1972245773362196,1,0.8666666666666667,0.5333333333333333,0.5185185185185185,1,0,0.26666666666666666,1,19232.0,0.9928244592346089,1,17454.5,1.0939299321091982,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
33,32,0,1,2,1,1,1,2,3,4,1,0.22,1,0,5,16,1,8.273846932784508,2.3978952727983707,2.3978952727983707,1.0986122886681098,1.9459101490553132,2.0794415416798357,3,0.18181818181818182,0.6363636363636364,0.9090909090909091,8,0,0.5454545454545454,0,2670.0,1.4677902621722847,0,2887.5,1.3572294372294371,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,42,1,0,3,3,2,2,4,3,3,0,0.11,0,1,2,8,4,8.828494129466652,2.3978952727983707,2.302585092994046,2.0794415416798357,1.6094379124341003,1.0986122886681098,2,0.7,0.2,0.8181818181818182,2,0,0.4,1,5340.0,1.2780898876404494,0,6231.0,1.0953298025999036,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,44,0,3,1,2,3,4,4,3,3,0,0.14,0,1,4,7,4,9.234935418831563,3.2188758248682006,3.1354942159291497,1.9459101490553132,1.791759469228055,2.8903717578961645,2,0.2608695652173913,0.7391304347826086,0.88,16,0,0.21739130434782608,0,9980.0,1.0268537074148296,0,6811.0,1.5046248715313464,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,46,0,3,2,3,5,1,4,2,3,0,0.12,0,0,2,2,4,9.849453664043642,3.1354942159291497,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,0,0.6666666666666666,0.3333333333333333,0.08695652173913043,0,0,0.6666666666666666,1,19232.0,0.9851809484193012,1,17454.5,1.0855080351771749,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39,33,1,4,3,3,1,4,4,3,3,0,0.11,0,0,3,2,3,7.822845290279774,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.0,0.0,0,0.5,0.0,0.125,0,1,0.0,1,2670.0,0.9348314606741573,1,2886.0,0.8648648648648649,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,44,1,2,4,3,2,4,4,4,3,1,0.13,0,0,5,10,4,8.774312958285378,2.302585092994046,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.3862943611198906,3,0.4,0.6,0.4,2,0,0.2,1,5340.0,1.2106741573033708,0,6811.0,0.9491998238144178,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,30,1,1,4,2,1,3,1,3,3,0,0.13,0,0,5,9,2,7.699389406256737,2.3978952727983707,2.3978952727983707,0.0,0.6931471805599453,2.1972245773362196,2,0.0,0.7272727272727273,0.9090909090909091,10,0,0.09090909090909091,1,2670.0,0.8262172284644195,1,2886.0,0.7643797643797644,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,39,1,3,4,3,2,4,3,4,3,0,0.14,1,1,6,5,3,7.643482907077201,2.995732273553991,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.05,1,1,0.0,0,5340.0,0.3906367041198502,1,3737.0,0.5582017661225582,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,24,1,2,2,3,1,4,1,2,3,1,0.16,1,1,2,1,3,7.738052297689316,1.9459101490553132,1.0986122886681098,0.0,1.0986122886681098,0.0,0,0.0,0.0,0.2857142857142857,2,0,0.6666666666666666,0,2670.0,0.8588014981273409,1,2887.5,0.7941125541125541,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,43,0,1,4,4,1,3,4,2,3,0,0.12,0,2,3,2,2,7.880804344674901,1.9459101490553132,1.791759469228055,1.3862943611198906,0.6931471805599453,1.6094379124341003,0,0.5,0.6666666666666666,0.7142857142857143,2,0,0.16666666666666666,1,2670.0,0.9906367041198502,1,2887.5,0.9160173160173161,-1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,50,1,1,1,2,1,3,3,3,3,1,0.14,1,0,2,3,2,7.895063498091573,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,1,0.5,0.5,0.75,1,1,0.0,0,2670.0,1.0048689138576778,0,3737.0,0.7179555793417179,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,35,0,1,4,3,1,4,1,3,3,0,0.13,0,0,3,2,3,7.608374474380783,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.6666666666666666,1,2670.0,0.7543071161048689,1,3737.0,0.5389349745785389,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,36,0,9,2,2,1,1,4,4,3,1,0.14,0,1,3,5,4,8.13739583005665,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.0,0.0,1,0.5,0.0,0.14285714285714285,0,1,0.0,0,2670.0,1.2805243445692884,0,2887.5,1.184069264069264,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,33,0,2,3,4,2,1,1,3,3,0,0.19,0,2,3,1,3,8.589885876809678,2.3978952727983707,1.791759469228055,1.3862943611198906,0.6931471805599453,1.3862943611198906,0,0.5,0.5,0.45454545454545453,2,0,0.16666666666666666,0,5340.0,1.006741573033708,0,6231.0,0.862782859894078,-1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,35,1,1,3,3,1,4,3,3,3,0,0.12,0,1,3,4,2,7.5766097669730375,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,1,0.0,0.0,0.5,1,1,0.0,1,2670.0,0.7307116104868914,1,2886.0,0.6760221760221761,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,27,0,1,4,3,1,1,4,3,3,0,0.13,0,1,6,2,4,7.758760544157663,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0,0.0,0.0,0.5,1,1,0.0,1,2670.0,0.8767790262172285,1,2886.0,0.8111573111573112,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,26,1,1,1,1,1,3,3,2,3,0,0.12,1,0,2,25,3,7.738052297689316,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,4,0.0,0.5,0.5,1,1,0.0,1,2670.0,0.8588014981273409,1,2886.0,0.7945252945252945,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,27,1,1,4,3,3,3,4,3,3,0,0.15,0,0,0,8,3,9.074176947163311,2.302585092994046,2.302585092994046,2.1972245773362196,0.6931471805599453,2.0794415416798357,2,0.8,0.7,0.9,1,0,0.1,0,9980.0,0.8743486973947896,1,6231.0,1.4004172684962286,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,30,0,1,3,3,2,4,4,3,4,0,0.23,0,0,2,1,2,8.297045149081827,2.5649493574615367,2.5649493574615367,2.1972245773362196,1.3862943611198906,2.0794415416798357,0,0.6153846153846154,0.5384615384615384,0.9230769230769231,4,0,0.23076923076923078,0,5340.0,0.751123595505618,1,2886.0,1.3898128898128899,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,41,0,1,2,3,5,3,4,3,3,0,0.12,1,0,0,12,3,9.880525940898782,3.1780538303479458,3.1354942159291497,2.772588722239781,2.772588722239781,2.1972245773362196,3,0.6521739130434783,0.34782608695652173,0.9166666666666666,7,0,0.6521739130434783,1,19232.0,1.0162749584026622,0,3737.0,5.23013112122023,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,34,1,0,2,3,2,3,3,3,4,0,0.2,0,0,2,23,4,8.427049641563272,2.3978952727983707,2.302585092994046,1.791759469228055,2.1972245773362196,2.0794415416798357,4,0.5,0.7,0.8181818181818182,4,0,0.8,0,5340.0,0.8554307116104869,1,6231.0,0.7331086502969025,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,37,1,4,2,3,1,2,1,3,4,0,0.21,0,0,1,19,2,8.014004994779459,2.1972245773362196,0.6931471805599453,0.0,0.0,0.0,4,0.0,0.0,0.1111111111111111,1,1,0.0,0,2670.0,1.1318352059925094,0,2887.5,1.0465800865800865,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,46,1,4,1,3,2,4,3,3,4,1,0.21,0,0,4,5,4,8.660947155060933,2.70805020110221,2.302585092994046,1.9459101490553132,0.0,2.1972245773362196,1,0.6,0.8,0.6,3,1,0.0,0,5340.0,1.0808988764044944,0,6231.0,0.9263360616273472,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,35,1,1,4,4,1,4,4,3,3,0,0.19,0,0,2,8,1,7.727535110475448,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,2,0.0,0.5,0.5,1,1,0.0,0,2670.0,0.849812734082397,1,2886.0,0.7862092862092862,-1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64,48,1,9,1,2,3,3,4,3,3,1,0.13,1,0,2,1,2,8.590815331286851,3.1780538303479458,0.6931471805599453,0.0,0.0,0.0,0,0.0,0.0,0.041666666666666664,1,1,0.0,1,9980.0,0.5391783567134268,1,2886.0,1.8645183645183645,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,28,1,1,3,3,1,3,3,2,3,1,0.13,1,0,3,5,4,8.143807976771484,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.6666666666666666,1,2670.0,1.2887640449438202,0,2886.0,1.1923076923076923,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
